CustomerID,recency_days,avg_order_value,days_since_signup,avg_quantity_per_order,high_frequency
13431,67,634.55,89,336.0,0
13434,74,267.12,97,150.0,0
13435,5,544.27,189,304.14,1
13436,2,196.89,2,76.0,0
13437,14,486.87,190,183.29,1
13439,255,283.71,255,242.0,0
13441,92,296.64,92,204.0,0
13447,23,376.38,36,194.67,0
13448,17,589.9,374,276.67,1
13449,24,291.88,24,222.0,0
13450,27,340.62,218,330.33,1
13451,26,595.23,334,429.8,1
13452,259,295.0,271,1.0,0
13453,166,178.49,290,67.0,0
13455,25,529.17,366,177.0,0
13456,18,294.45,207,127.5,1
13458,7,689.04,360,393.43,1
13460,29,91.72,50,143.0,0
13461,39,481.67,164,390.0,0
13462,253,151.5,253,62.0,0
13464,58,674.68,58,403.0,0
13466,184,307.9,184,259.0,0
13467,11,541.86,36,292.0,0
13468,2,154.19,373,69.97,1
13470,99,82.5,115,50.0,0
13471,1,632.9,47,397.5,0
13473,61,211.32,333,133.0,0
13474,236,229.59,236,132.0,0
13475,191,357.94,299,253.0,0
13476,179,619.24,281,208.5,0
13477,38,242.43,292,170.17,1
13479,201,150.48,235,67.0,0
13481,46,360.91,257,228.4,1
13482,232,184.64,232,116.0,0
13483,66,140.34,66,160.0,0
13484,241,313.8,241,44.0,0
13485,233,454.24,233,277.0,0
13486,78,374.14,155,223.0,0
13487,58,191.8,353,88.33,0
13488,17,689.87,367,347.54,1
13489,105,112.38,295,140.0,0
13491,52,121.58,372,90.3,1
13492,136,423.28,215,136.0,0
13493,275,309.32,287,190.0,0
13494,312,316.26,312,162.0,0
13495,8,408.97,368,165.8,1
13496,11,326.67,360,170.5,0
13497,283,174.02,369,81.5,0
13499,18,231.82,270,273.0,1
13500,23,388.92,123,203.0,0
13501,288,1340.32,288,560.0,0
13502,17,97.33,324,88.0,0
13503,71,216.85,71,248.0,0
13504,64,295.93,64,178.0,0
13505,73,1098.41,233,621.5,0
13506,316,229.26,370,162.0,0
13507,3,619.79,146,399.25,0
13508,244,110.97,244,24.0,0
13509,9,139.96,284,158.0,1
13510,1,447.89,184,346.5,0
13512,261,251.21,261,143.0,0
13513,127,205.1,127,109.0,0
13514,74,152.2,74,40.0,0
13515,73,222.78,248,170.25,0
13516,21,463.14,239,328.33,0
13517,60,709.47,180,456.33,0
13518,86,659.44,86,392.0,0
13519,78,122.75,78,23.0,0
13520,59,604.06,372,274.83,1
13521,1,364.55,10,245.33,0
13522,30,125.8,30,44.0,0
13523,33,792.98,366,350.4,1
13524,41,136.04,220,64.8,1
13525,15,314.39,248,197.0,0
13527,34,326.79,327,241.71,1
13529,79,153.88,205,37.0,0
13531,205,241.9,366,87.0,0
13532,34,210.31,34,129.0,0
13533,183,90.26,268,68.0,0
13534,2,234.8,358,118.44,1
13536,1,492.61,75,305.14,1
13538,43,182.98,316,25.0,1
13539,86,210.45,309,106.67,0
13544,40,145.71,241,63.5,0
13546,12,209.0,201,119.67,0
13548,96,341.2,244,220.5,0
13549,26,131.17,242,65.43,1
13551,319,91.8,319,12.0,0
13552,66,311.67,316,118.08,1
13555,74,1037.32,202,665.0,0
13557,28,292.03,281,273.0,0
13558,6,151.26,68,86.0,0
13560,7,174.37,7,64.0,0
13561,216,141.86,216,83.0,0
13562,82,599.78,246,252.33,0
13563,84,388.76,140,104.5,0
13564,144,583.01,368,220.33,0
13565,19,120.11,334,86.0,0
13566,41,437.36,83,287.5,0
13568,173,192.85,173,70.0,0
13569,17,186.88,368,82.0,0
13570,243,239.49,243,161.0,0
13571,13,174.36,254,146.58,1
13572,206,1384.25,206,534.0,0
13573,50,147.2,253,151.5,0
13575,23,146.41,176,89.8,1
13576,10,373.19,373,147.0,1
13577,25,421.9,242,197.75,0
13579,15,233.52,369,88.0,0
13581,309,118.0,309,30.0,0
13583,156,781.03,156,725.0,0
13584,307,142.4,307,37.0,0
13587,64,712.4,64,180.0,0
13588,16,275.44,255,289.56,1
13589,15,189.82,180,57.0,0
13590,11,330.32,303,308.0,1
13591,65,372.38,267,161.67,0
13592,36,61.99,264,21.0,0
13593,108,407.42,336,146.2,1
13594,53,396.97,53,359.0,0
13596,6,348.52,13,203.0,0
13598,47,180.17,47,58.0,0
13599,1,245.41,367,156.86,1
13600,312,219.52,312,324.0,0
13601,45,346.66,211,274.0,0
13602,65,428.89,65,267.0,0
13603,26,164.34,26,164.0,0
13606,29,93.51,312,93.0,0
13607,40,678.01,40,290.0,0
13610,12,161.7,285,73.71,1
13611,89,390.6,360,255.33,0
13614,24,402.62,331,142.5,0
13615,319,417.69,319,189.0,0
13617,40,181.39,180,100.0,0
13618,174,177.34,174,246.0,0
13621,117,213.85,117,343.0,0
13623,31,149.56,297,58.8,1
13626,253,257.23,253,209.0,0
13627,59,327.69,358,253.8,1
13629,23,708.4,339,397.45,1
13630,5,290.25,286,198.71,1
13631,100,279.13,267,42.45,1
13632,25,424.25,243,207.4,1
13634,33,315.03,327,140.8,1
13635,68,1071.03,68,677.0,0
13636,37,189.82,285,118.4,1
13637,52,270.17,226,136.33,0
13638,16,122.64,16,93.0,0
13639,74,1033.34,74,800.0,0
13642,216,354.8,216,173.0,0
13643,31,173.15,186,91.0,0
13644,16,656.06,106,516.75,0
13645,120,252.1,120,158.0,0
13647,10,419.53,235,223.75,0
13649,257,173.3,366,69.5,0
13650,17,306.06,268,153.67,1
13651,35,47.1,40,16.5,0
13652,46,365.03,369,192.67,0
13654,43,451.22,273,363.67,1
13655,114,466.48,242,302.5,0
13656,165,189.82,337,245.0,0
13657,11,191.07,202,104.5,0
13658,10,527.83,204,203.8,1
13659,206,786.6,321,447.0,0
13662,86,299.25,259,181.0,0
13663,179,189.47,179,91.0,0
13666,60,28.22,287,13.67,0
13667,149,305.02,149,154.0,0
13668,3,303.03,363,178.19,1
13669,51,109.28,150,118.5,0
13670,75,349.7,75,282.0,0
13672,301,93.2,332,28.5,0
13673,19,198.46,32,59.5,0
13675,151,243.41,285,165.0,0
13678,152,232.6,152,924.0,0
13680,1,930.6,339,484.0,0
13681,18,206.96,155,90.0,0
13682,187,59.5,187,10.0,0
13684,286,67.23,286,39.0,0
13685,3,445.63,60,722.29,1
13686,183,72.0,183,70.0,0
13689,63,910.0,63,512.0,0
13690,59,172.25,59,67.0,0
13692,25,496.11,236,408.67,0
13694,4,1300.79,374,1266.24,1
13695,31,166.94,260,106.87,1
13697,39,151.3,39,177.0,0
13699,155,308.58,155,66.0,0
13700,26,226.51,327,230.4,1
13703,318,99.5,318,10.0,0
13704,5,256.45,88,170.11,1
13705,8,237.29,374,121.0,0
13706,303,330.79,303,189.0,0
13707,267,403.2,315,175.5,0
13708,271,296.88,271,306.0,0
13709,4,486.77,315,270.46,1
13710,32,180.48,32,176.0,0
13711,219,126.03,219,70.0,0
13712,247,228.84,247,352.0,0
13715,281,215.87,373,112.6,1
13716,269,138.28,269,138.0,0
13717,32,240.84,298,326.5,1
13718,246,153.28,296,86.5,0
13719,15,208.34,234,121.8,1
13720,117,199.98,255,125.25,0
13721,36,524.14,36,316.0,0
13722,132,791.8,283,467.0,0
13723,217,199.85,217,43.0,0
13725,50,247.57,309,100.75,1
13726,39,539.83,101,527.0,0
13727,29,166.74,34,81.0,0
13728,37,169.36,311,76.33,1
13730,136,376.3,162,244.0,0
13731,219,305.3,247,139.0,0
13732,28,491.86,28,498.0,0
13735,25,721.31,234,282.5,0
13736,5,365.95,260,248.5,0
13737,200,339.6,200,125.0,0
13739,18,216.9,18,54.0,0
13740,241,350.75,241,425.0,0
13741,72,222.81,217,72.67,0
13742,17,260.92,320,93.67,1
13743,3,191.66,259,253.71,1
13744,95,578.18,292,624.5,0
13745,162,300.04,162,496.0,0
13747,374,79.6,374,8.0,0
13748,96,189.65,374,87.8,1
13750,54,329.45,337,103.2,1
13751,288,296.25,288,152.0,0
13752,124,197.71,247,146.0,1
13753,288,741.26,288,512.0,0
13754,152,141.3,317,107.0,0
13755,4,240.15,63,140.44,1
13756,2,370.68,368,227.71,1
13758,12,455.79,374,263.43,1
13759,33,329.71,71,143.5,0
13760,54,143.4,256,98.5,0
13761,50,535.33,180,321.0,0
13762,219,306.72,219,272.0,0
13763,63,1714.96,63,728.0,0
13764,71,507.25,337,310.67,0
13767,2,465.42,374,197.89,1
13769,2,279.65,367,116.3,1
13771,64,658.61,247,369.25,0
13772,34,377.38,240,182.0,0
13774,82,345.0,82,192.0,0
13777,1,787.19,373,390.82,1
13778,103,178.7,103,70.0,0
13780,7,180.0,171,159.0,0
13781,251,127.84,251,30.0,0
13782,13,152.0,328,61.83,1
13784,10,223.89,332,226.64,1
13786,367,230.4,367,136.0,0
13787,76,154.52,364,168.5,0
13790,4,348.8,4,748.0,0
13791,128,758.0,168,600.0,0
13792,66,97.78,287,46.0,0
13798,1,651.82,372,420.14,1
13799,117,344.43,294,201.0,0
13800,310,558.32,310,331.0,0
13801,67,324.8,67,168.0,0
13802,139,1533.14,312,857.33,0
13803,255,277.07,255,121.0,0
13804,31,376.54,290,214.0,1
13805,52,462.3,129,950.0,0
13806,64,256.38,64,56.0,0
13807,367,112.6,367,36.0,0
13808,6,349.53,97,156.4,1
13809,305,155.05,305,29.0,0
13810,29,499.67,56,104.0,0
13811,184,271.5,239,22.67,0
13812,42,179.67,105,111.0,0
13813,40,341.72,135,138.0,0
13814,92,789.56,137,432.0,0
13815,22,1006.84,319,640.0,0
13816,24,285.84,64,134.5,0
13817,29,191.49,352,105.5,0
13819,302,380.12,320,369.67,0
13821,145,192.82,262,76.5,0
13822,6,316.0,40,305.5,0
13823,19,478.83,92,219.5,0
13824,33,339.79,310,153.6,1
13826,176,189.5,176,82.0,0
13827,58,137.35,143,47.0,0
13828,22,209.49,22,311.0,0
13831,16,367.16,370,124.17,1
13832,19,52.2,19,28.0,0
13833,159,384.8,159,118.0,0
13835,25,208.64,215,110.5,0
13837,212,135.62,318,91.5,0
13838,6,172.93,370,65.75,0
13841,253,85.0,253,100.0,0
13842,59,376.18,367,196.44,1
13844,11,361.62,11,196.0,0
13845,65,312.98,65,182.0,0
13846,25,288.35,360,129.33,0
13848,92,418.33,366,1233.33,0
13849,52,768.98,171,508.0,0
13850,129,1595.48,129,944.0,0
13851,96,883.82,288,568.33,0
13853,57,1090.14,57,312.0,0
13854,9,324.38,366,91.84,1
13856,169,129.5,203,164.67,0
13858,57,216.17,57,75.0,0
13859,326,201.16,326,129.0,0
13860,1,249.18,87,118.2,1
13862,18,276.17,332,211.0,1
13863,248,305.78,248,224.0,0
13865,58,125.39,290,51.0,0
13866,74,145.67,74,57.0,0
13867,31,338.43,218,171.0,0
13868,7,1596.27,39,982.0,0
13869,123,776.24,357,430.25,0
13870,2,346.37,288,165.62,1
13871,23,492.56,309,215.85,1
13873,120,129.87,310,46.67,0
13874,358,540.45,358,180.0,0
13875,54,357.36,301,263.2,1
13876,64,122.7,64,36.0,0
13877,86,117.24,86,108.0,0
13878,55,1281.53,55,475.0,0
13880,21,247.67,367,141.69,1
13881,4,857.98,312,505.9,1
13882,3,238.23,64,190.6,1
13883,11,534.9,253,287.2,1
13884,7,157.52,283,60.0,1
13885,189,253.4,201,91.0,0
13886,71,243.56,71,126.0,0
13887,204,349.55,204,147.0,0
13888,120,302.82,218,129.0,0
13889,93,416.9,93,146.0,0
13890,1,188.38,359,83.1,1
13892,27,158.24,247,245.75,0
13893,298,821.1,298,190.0,0
13894,24,188.21,310,118.0,0
13895,28,648.27,165,341.25,0
13897,50,311.16,50,200.0,0
13898,326,155.93,326,133.0,0
13899,16,194.26,275,78.0,0
13900,183,246.98,263,143.33,0
13901,72,573.44,319,347.8,1
13904,37,166.32,295,166.0,0
13908,80,592.39,277,369.5,0
13911,57,286.77,308,303.44,1
13914,12,313.23,36,190.0,0
13917,50,136.02,192,114.0,0
13918,50,606.42,253,570.0,0
13919,59,192.4,122,237.0,0
13922,352,172.25,352,93.0,0
13923,54,351.13,54,185.0,0
13924,2,306.48,72,262.5,1
13925,93,169.56,135,82.75,0
13926,23,223.85,23,104.0,0
13927,75,348.99,75,214.0,0
13928,11,116.14,133,32.25,0
13929,169,421.32,326,71.5,0
13930,58,168.67,137,137.0,0
13931,96,618.76,281,362.5,0
13932,295,307.4,295,72.0,0
13933,109,304.4,148,102.5,0
13934,264,922.1,264,390.0,0
13936,180,376.58,180,330.0,0
13937,169,158.85,169,123.0,0
13938,35,71.66,35,70.0,0
13939,23,189.52,312,282.33,0
13940,17,209.78,144,129.0,0
13941,22,1022.59,373,472.8,1
13946,79,187.19,268,147.67,0
13947,65,90.6,65,44.0,0
13948,361,102.0,361,40.0,0
13949,3,404.55,95,412.33,1
13950,11,186.26,247,80.75,0
13951,176,224.82,294,153.0,0
13952,218,1625.54,239,715.5,0
13953,7,502.24,353,389.14,1
13954,2,219.96,71,75.0,0
13955,154,161.48,306,77.0,0
13956,5,205.28,271,98.2,1
13959,79,199.4,362,119.0,0
13960,21,115.11,72,71.0,0
13962,22,84.78,246,43.5,0
13963,308,166.14,368,115.0,0
13967,146,80.7,146,42.0,0
13969,7,503.0,365,252.33,1
13971,19,344.78,286,230.5,1
13972,71,95.12,202,93.5,0
13973,287,264.7,287,109.0,0
13974,49,413.59,49,249.0,0
13975,31,421.05,277,288.67,1
13976,207,357.98,207,154.0,0
13978,15,98.4,45,157.5,0
13979,73,869.87,73,639.0,0
13980,60,200.14,60,172.0,0
13982,39,467.95,365,284.0,0
13983,30,216.95,367,98.58,1
13984,27,184.1,366,135.8,1
13985,4,470.68,264,229.67,1
13986,17,320.46,17,430.0,0
13988,20,691.33,255,507.33,1
13989,66,633.04,239,656.5,0
13990,213,311.3,213,190.0,0
13991,12,142.66,143,166.33,1
13992,30,76.8,30,64.0,0
13993,43,385.15,331,100.0,1
13994,4,385.52,148,156.67,1
13995,15,278.74,246,175.8,1
13999,10,325.15,362,186.92,1
14000,211,635.66,211,710.0,0
14001,46,681.03,373,320.67,0
14002,134,264.86,156,438.5,0
14004,43,654.66,289,381.14,1
14005,10,574.94,216,495.6,1
14006,116,320.73,312,213.67,0
14009,198,347.8,205,182.5,0
14012,278,328.8,278,160.0,0
14013,110,157.67,276,154.0,0
14014,77,505.18,77,1076.0,0
14015,53,917.34,53,378.0,0
14016,162,1085.3,357,531.25,0
14019,47,473.87,138,345.67,0
14020,17,321.4,88,220.5,0
14021,155,210.63,256,64.0,0
14022,225,440.0,225,487.0,0
14023,7,292.04,250,172.5,0
14024,122,163.85,124,75.0,0
14027,61,104.82,61,62.0,0
14029,63,233.83,144,99.0,0
14030,18,295.01,366,184.88,1
14031,7,909.83,372,304.63,1
14032,2,270.51,367,184.73,1
14034,22,217.27,157,141.0,0
14035,29,285.6,298,147.8,1
14036,285,626.65,285,268.0,0
14037,176,73.6,365,23.0,0
14038,78,520.13,207,321.67,0
14039,33,152.2,33,92.0,0
14040,41,301.24,331,129.5,1
14041,266,141.41,266,94.0,0
14044,27,163.21,310,77.0,0
14045,109,414.94,374,133.75,0
14046,284,154.99,284,460.0,0
14047,9,261.72,373,76.2,1
14048,305,409.93,305,288.0,0
14049,17,1420.43,318,967.5,0
14050,32,373.18,106,344.5,0
14051,1,678.71,367,163.3,1
14052,20,225.36,20,89.0,0
14053,124,130.12,160,107.5,0
14054,65,92.46,65,62.0,0
14055,106,725.64,106,216.0,0
14056,1,357.16,284,185.78,1
14057,24,365.76,361,286.82,1
14059,267,183.6,267,128.0,0
14060,5,323.18,373,283.47,1
14062,10,872.07,364,466.08,1
14064,29,270.75,274,357.6,1
14066,267,152.55,267,45.0,0
14067,64,187.35,97,180.5,0
14068,320,265.85,320,73.0,0
14071,4,179.85,265,124.38,1
14073,32,151.04,32,130.0,0
14075,5,314.09,261,251.33,0
14076,129,122.47,129,81.0,0
14077,41,99.88,274,53.6,1
14078,102,174.9,373,51.67,1
14079,125,375.1,125,301.0,0
14080,33,45.6,33,48.0,0
14081,302,467.26,369,298.0,0
14082,365,182.25,365,110.0,0
14083,4,113.16,372,81.33,1
14085,2,247.14,369,176.89,1
14087,3,194.42,3,251.0,0
14088,10,3883.99,322,974.23,1
14089,57,161.0,57,134.0,0
14090,325,76.32,325,72.0,0
14092,8,291.21,358,147.57,1
14093,12,442.85,12,406.0,0
14096,4,3833.22,102,961.88,1
14098,37,147.35,37,104.0,0
14099,16,282.2,355,198.09,1
14100,138,194.9,138,64.0,0
14101,74,996.13,326,1157.0,1
14102,5,272.06,45,192.2,1
14104,155,108.1,166,36.0,0
14105,239,1266.23,239,800.0,0
14107,52,386.18,364,256.14,1
14108,31,298.96,102,190.5,0
14109,73,144.2,73,88.0,0
14110,4,473.6,267,203.75,1
14111,14,173.21,242,114.5,0
14112,23,416.45,276,235.86,1
14113,4,460.1,355,186.25,0
14114,274,193.26,331,50.5,0
14116,20,276.55,122,141.4,1
14117,144,90.0,144,72.0,0
14121,4,695.04,60,520.5,0
14124,84,419.58,84,1618.0,0
14125,11,913.48,78,546.67,0
14126,8,235.38,11,169.33,0
14127,123,236.57,311,107.0,0
14128,61,318.75,256,282.0,0
14129,2,224.77,261,118.4,1
14130,319,483.86,319,258.0,0
14132,2,326.0,184,306.18,1
14133,130,201.88,316,116.0,0
14135,2,312.69,373,256.67,1
14138,2,491.19,64,305.0,0
14139,46,415.82,46,510.0,0
14140,4,467.52,32,405.5,0
14141,3,228.78,105,88.75,0
14142,373,311.81,373,313.0,0
14143,134,115.8,134,30.0,0
14145,47,935.55,217,189.0,0
14146,9,838.2,357,487.4,1
14147,78,241.7,286,54.0,0
14148,234,157.2,234,16.0,0
14149,221,446.62,221,218.0,0
14150,36,329.32,360,248.0,0
14152,75,310.64,234,355.5,0
14154,239,672.81,239,232.5,0
14155,266,118.75,266,25.0,0
14156,10,2134.18,372,1052.45,1
14157,20,216.44,285,142.0,0
14158,40,507.66,40,781.0,0
14159,20,426.64,363,400.73,1
14161,216,370.17,369,151.67,0
14162,174,144.68,293,71.0,0
14163,87,611.48,239,223.25,0
14164,71,815.88,81,516.5,0
14165,276,122.54,276,54.0,0
14167,39,143.71,331,37.5,0
14171,98,363.79,98,167.0,0
14173,11,112.71,219,37.5,0
14174,33,134.46,33,94.0,0
14175,60,1074.1,330,505.0,0
14176,297,144.23,368,52.25,0
14177,86,139.85,180,51.25,0
14178,9,231.56,182,215.0,1
14179,41,359.89,52,165.0,0
14180,11,189.94,372,28.76,1
14184,67,452.89,67,127.0,0
14185,331,197.65,331,6.0,0
14188,31,342.39,310,193.67,1
14189,2,310.27,369,262.47,1
14191,2,360.37,221,281.69,1
14193,68,426.7,270,222.5,0
14194,5,540.45,308,278.1,1
14195,202,506.0,252,380.0,0
14196,107,335.52,107,142.0,0
14198,18,175.35,239,72.5,0
14199,218,185.4,218,28.0,0
14201,60,106.78,359,84.29,1
14204,2,161.03,2,82.0,0
14205,17,233.35,264,102.0,0
14206,239,328.16,239,276.0,0
14208,95,151.74,95,114.0,0
14209,11,345.57,332,115.17,1
14210,106,317.64,372,126.67,1
14211,53,249.01,295,138.0,1
14212,90,1070.48,90,1152.0,0
14214,31,200.88,278,150.2,1
14215,12,298.29,368,226.33,1
14216,3,459.82,38,148.5,0
14217,2,117.94,366,40.53,1
14218,43,169.48,43,160.0,0
14219,4,89.94,4,78.0,0
14220,247,316.2,358,136.0,0
14221,42,381.42,339,243.44,1
14222,177,683.17,177,607.0,0
14223,92,330.38,264,195.0,0
14224,110,262.53,320,128.5,0
14226,29,446.44,269,261.6,1
14227,26,335.1,285,182.0,1
14229,52,515.73,334,203.33,0
14231,184,308.57,289,136.33,0
14232,43,409.61,265,388.2,1
14233,49,365.68,318,170.0,0
14234,22,193.86,57,240.75,0
14235,75,628.97,260,391.8,1
14236,81,245.43,372,155.0,0
14237,373,161.0,373,38.0,0
14238,326,146.85,326,111.0,0
14239,43,216.44,316,90.27,1
14240,30,445.17,226,209.0,0
14241,184,213.7,184,146.0,0
14242,235,140.28,326,61.5,0
14243,9,258.88,366,122.1,1
14245,220,846.72,264,488.0,0
14246,111,491.35,246,268.0,0
14247,278,136.77,278,47.0,0
14248,318,302.58,318,102.0,0
14250,7,634.68,89,400.0,0
14251,2,575.94,58,334.8,1
14256,260,484.53,365,207.0,0
14257,64,619.94,319,336.4,1
14258,9,1407.78,338,788.89,1
14259,142,120.0,142,68.0,0
14261,51,581.72,79,203.0,0
14262,8,327.28,241,205.62,1
14264,155,166.98,246,35.0,0
14265,109,265.09,149,165.0,0
14267,163,505.41,261,176.67,0
14270,332,492.65,332,197.0,0
14271,226,112.32,226,88.0,0
14272,74,218.98,254,299.5,0
14273,51,139.99,242,66.0,0
14276,99,373.25,290,248.0,0
14277,15,1405.4,212,661.33,0
14280,197,134.04,197,52.0,0
14282,3,248.62,368,177.87,1
14284,31,297.62,86,80.5,0
14285,21,477.5,177,135.25,0
14286,24,1542.92,243,1446.0,0
14287,8,58.88,199,87.0,0
14288,213,426.6,213,188.0,0
14289,9,151.88,290,48.67,1
14290,11,462.93,362,183.0,1
14291,2,353.02,275,249.91,1
14292,8,541.33,283,184.78,1
14293,3,261.64,369,177.25,0
14295,40,166.2,40,84.0,0
14297,18,326.33,275,216.25,0
14298,8,1171.08,360,1325.98,1
14299,8,440.62,366,238.78,1
14300,19,43.2,19,32.0,0
14301,117,640.14,117,606.0,0
14304,223,383.45,223,139.0,0
14305,71,619.65,135,363.0,0
14306,51,1046.66,86,537.5,0
14307,89,499.29,374,343.0,1
14309,8,261.39,358,181.44,1
14311,243,310.26,243,146.0,0
14312,47,268.6,337,168.67,1
14314,107,120.0,107,296.0,0
14315,45,413.52,266,170.17,1
14317,65,508.58,65,255.0,0
14320,207,238.9,333,162.5,0
14321,11,306.15,334,481.2,1
14323,115,302.53,239,175.0,0
14326,242,183.85,242,103.0,0
14327,163,311.65,163,139.0,0
14329,17,716.41,329,442.14,1
14331,124,231.33,135,126.0,0
14332,23,288.77,148,160.33,0
14333,68,415.2,68,58.0,0
14334,17,319.03,358,216.38,1
14335,16,234.13,96,189.5,0
14336,17,403.73,276,439.75,0
14338,161,294.11,196,167.5,0
14339,243,309.52,243,168.0,0
14340,219,134.7,219,58.0,0
14341,45,272.79,318,175.38,1
14342,21,167.14,210,86.75,0
14344,127,111.24,369,59.62,1
14345,39,108.98,39,50.0,0
14346,121,510.79,297,302.5,0
14348,260,409.57,260,183.0,0
14349,10,133.5,10,86.0,0
14350,274,282.93,274,183.0,0
14351,165,51.0,165,12.0,0
14352,157,269.74,273,134.5,0
14353,215,90.6,215,64.0,0
14354,6,81.81,30,105.0,0
14355,366,174.4,366,92.0,0
14356,80,350.62,81,138.5,0
14357,43,225.77,43,148.0,0
14359,19,304.06,88,123.67,0
14360,32,532.06,95,287.75,0
14362,22,161.2,22,100.0,0
14364,109,464.67,211,245.88,1
14367,8,578.84,276,277.38,1
14368,320,155.0,320,36.0,0
14371,295,100.5,295,34.0,0
14373,358,76.55,358,17.0,0
14375,185,257.68,185,194.0,0
14377,191,308.52,262,109.5,0
14379,44,174.05,295,146.0,0
14381,52,202.68,52,146.0,0
14382,26,626.07,26,1237.0,0
14383,38,415.9,164,272.33,0
14385,9,67.37,24,53.0,0
14386,297,142.4,297,54.0,0
14387,33,590.19,109,273.0,0
14388,10,401.6,373,242.62,1
14389,65,521.73,191,364.5,0
14390,10,516.98,373,237.33,1
14393,218,67.95,218,13.0,0
14395,2,389.75,372,188.11,1
14396,65,244.0,371,112.5,0
14397,3,137.52,214,99.47,1
14400,149,574.7,149,454.0,0
14401,4,311.65,360,346.69,1
14403,130,368.95,247,129.75,0
14404,34,245.72,369,139.83,1
14406,119,156.75,119,77.0,0
14407,107,359.62,277,235.83,1
14408,11,372.36,264,230.86,1
14409,71,343.24,368,205.0,1
14410,92,122.79,306,63.44,1
14411,311,1063.0,311,196.0,0
14412,43,385.02,73,393.0,0
14413,362,122.7,362,68.0,0
14414,92,213.85,359,358.86,1
14415,1,453.87,360,231.62,1
14416,22,245.11,42,163.0,0
14418,4,645.75,108,570.33,0
14419,11,176.34,365,81.17,1
14420,99,387.52,99,334.0,0
14421,57,406.56,212,182.5,0
14422,1,710.61,267,484.33,1
14423,218,265.2,218,120.0,0
14424,18,322.08,18,48.0,0
14426,24,448.17,313,269.9,1
14427,50,181.67,64,114.0,0
14428,7,248.97,325,87.2,1
14431,303,470.36,303,130.0,0
14432,10,375.92,89,345.0,1
14434,22,228.8,72,61.33,1
14436,99,89.06,99,129.0,0
14437,366,63.0,366,60.0,0
14438,306,131.9,306,82.0,0
14439,320,2661.24,320,526.0,0
14440,8,471.54,366,117.6,1
14441,1,428.22,256,111.5,0
14442,205,794.91,317,241.0,0
14443,54,355.05,369,234.5,0
14446,1,259.9,247,233.25,0
14447,19,232.65,281,114.2,1
14448,9,187.68,364,52.0,0
14449,19,226.78,372,189.25,0
14450,181,161.08,321,80.33,0
14451,60,331.3,195,194.5,0
14452,11,132.22,94,59.5,0
14453,190,119.93,190,49.0,0
14456,5,340.27,142,323.11,1
14457,311,113.64,311,88.0,0
14459,155,1837.92,155,760.0,0
14460,110,144.78,311,293.67,0
14461,148,701.02,262,255.33,0
14462,66,182.18,340,87.64,1
14463,98,176.54,205,59.67,0
14465,247,352.87,303,135.0,0
14466,29,324.63,372,143.71,1
14467,18,149.69,313,69.5,0
14470,12,230.6,288,96.5,0
14472,104,242.1,355,145.0,1
14473,74,117.17,282,44.0,0
14474,46,547.66,46,140.0,0
14475,72,308.62,305,149.0,0
14476,257,215.7,257,132.0,0
14477,20,327.4,297,180.0,0
14479,254,158.12,365,58.5,0
14480,11,279.05,11,143.0,0
14481,165,318.26,287,244.5,0
14482,18,344.69,239,274.33,1
14483,282,137.1,282,97.0,0
14484,50,321.92,50,210.0,0
14485,39,165.75,39,71.0,0
14487,27,199.39,368,122.5,1
14488,68,1064.28,68,799.0,0
14489,207,463.38,207,299.0,0
14491,175,170.46,373,69.5,0
14493,7,476.65,155,257.0,1
14494,26,139.56,26,92.0,0
14495,51,61.9,121,31.0,0
14496,312,269.41,373,79.5,0
14497,309,475.37,309,235.0,0
14498,43,391.46,362,219.6,1
14499,26,271.77,279,167.0,0
14500,88,118.95,190,39.0,0
14501,184,125.6,320,80.5,0
14502,20,224.61,313,136.18,1
14503,3,590.54,179,334.0,1
14504,47,168.32,278,77.0,0
14505,17,738.2,362,344.88,1
14506,17,402.43,369,146.0,1
14507,24,230.53,276,100.0,1
14508,22,138.21,90,65.5,0
14511,11,262.96,134,156.8,1
14512,188,137.64,232,61.0,0
14513,101,151.86,289,120.33,0
14514,61,351.78,331,196.33,0
14515,18,350.35,219,189.0,1
14517,33,165.22,142,45.5,0
14518,64,174.37,64,278.0,0
14520,2,135.3,291,73.0,0
14522,24,243.64,198,131.25,0
14523,108,241.09,108,251.0,0
14524,32,207.52,361,75.11,1
14525,20,481.36,361,299.56,1
14527,3,154.71,369,37.98,1
14528,37,364.22,37,278.0,0
14529,60,206.68,110,116.0,0
14530,26,487.65,297,235.0,1
14532,236,233.21,352,71.0,0
14533,25,278.53,353,574.14,1
14534,3,247.06,319,113.72,1
14535,60,954.73,249,610.33,0
14536,260,171.8,260,40.0,0
14537,58,355.56,58,120.0,0
14538,65,194.12,256,77.5,0
14539,16,268.74,45,214.0,0
14540,10,332.09,309,140.33,0
14541,59,182.71,319,80.88,1
14542,186,103.25,186,19.0,0
14543,29,226.9,365,42.44,1
14544,24,1012.22,362,771.5,0
14546,5,515.62,249,263.4,1
14547,4,500.94,54,333.5,1
14548,151,326.4,318,128.0,0
14549,311,289.24,311,136.0,0
14550,11,382.81,45,197.0,0
14551,18,93.12,204,53.0,0
14552,152,165.07,152,91.0,0
14553,19,171.85,339,98.6,1
14554,10,595.26,52,369.5,0
14555,57,162.07,302,65.0,0
14557,85,788.38,85,510.0,0
